TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen,,,
2018-05-21-21-35-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_35_00\capaec140.pcm,-6,12848,12036,106.7464274,[(447546 51 -43) (471980 601 -8) (549030 50 -41) (592620 11 -48) (604355 10 -47) (616403 643 -11) (705307 602 -18) (796088 29 -47) (819842 374 -6) (904536 20 -45) (943449 336 -13) (1028488 42 -48) (1080072 154 -12) (1179726 167 -15) (1254470 567 -7) (1344353 46 -37) (1376569 99 -41) (1394187 106 -49) (1419791 0 -49) (1451331 2458 -7) (1590952 2199 -6) (1735089 1898 -6) (1848720 2385 -6)],9774,8576,113.9692164,人行你们行如你你行啊那我的心里让她好换成一种爱好罗强战右边的吊柜费眼睛的,36,52,,,
2018-05-21-21-36-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_36_00\capaec141.pcm,-6,12850,12036,106.7630442,[(448456 31 -45) (474658 543 -8) (547959 34 -42) (616661 642 -10) (706722 570 -18) (758072 8 -47) (793661 61 -46) (820211 352 -6) (860790 16 -44) (904150 29 -43) (941014 440 -13) (983330 4 -48) (1021670 17 -48) (1080415 145 -12) (1176885 253 -16) (1253995 587 -8) (1377519 84 -46) (1430814 212 -45) (1455572 2352 -7) (1591358 2180 -6) (1735488 1909 -6) (1848607 2381 -6)],9020,8576,105.1772388,人行你有如你行那我的心你要管好我一种爱g4我讲的用的价值被严重低估,33,52,,,
2018-05-21-21-37-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_37_00\capaec142.pcm,-5,12585,12036,104.5613161,[(448093 67 -44) (475937 527 -8) (548039 35 -44) (592832 2 -49) (615704 665 -12) (704171 637 -19) (793960 61 -47) (820094 368 -6) (847821 0 -49) (860679 18 -41) (904458 16 -44) (941389 395 -16) (1080270 150 -12) (1176268 259 -13) (1254446 572 -8) (1378330 2 -48) (1455025 2357 -7) (1591676 2180 -6) (1735755 1898 -6) (1848448 2376 -5)],8804,8576,102.6585821,赢人行行如如老行那我的心你笑话好恶一种唉一局是我讲了一分钟的价值被严重低估,37,52,,,
2018-05-21-21-38-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_38_00\capaec143.pcm,-6,12898,12036,107.1618478,[(448022 58 -41) (474574 566 -10) (549388 56 -35) (592536 25 -43) (617167 648 -11) (706373 422 -17) (758620 25 -45) (794293 95 -43) (819871 387 -6) (861246 25 -37) (905000 8 -44) (939732 428 -13) (1022438 58 -48) (1080689 136 -15) (1179700 178 -10) (1255364 569 -7) (1363816 11 -46) (1376146 107 -39) (1423314 169 -47) (1451410 2440 -6) (1590970 2202 -6) (1735634 1892 -7) (1848480 2378 -6) (2030289 15 -42)],9765,8576,113.8642724,人能用行如你行啊有呢我的心要不好不成一种爱好是我讲的一部片的价值被严重低估,37,52,,,
2018-05-21-21-39-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_39_00\capaec144.pcm,-6,12563,12036,104.3785311,[(447579 42 -45) (474731 551 -8) (547804 48 -45) (616855 640 -10) (705949 623 -17) (795453 22 -47) (820233 347 -6) (847866 0 -49) (904094 23 -45) (944113 361 -11) (1080562 151 -14) (1179262 203 -21) (1254806 683 -8) (1345873 8 -48) (1375539 54 -43) (1457091 2340 -6) (1591675 2186 -6) (1735222 1892 -7) (1849130 2389 -6)],9286,8576,108.2789179,人行用行如何你你好行那我的心你要好好护墙一种爱鲫鱼是我抢的木童的价值被严重低估,39,52,,,
2018-05-21-21-40-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_40_00\capaec145.pcm,-6,12743,12036,105.8740445,[(137626 23 -47) (449297 29 -44) (472562 596 -8) (549668 60 -37) (593757 0 -49) (615924 671 -11) (706480 592 -14) (794856 105 -43) (819828 382 -6) (848515 11 -45) (862073 22 -44) (904903 17 -43) (940535 404 -12) (1028636 5 -47) (1081123 137 -15) (1175415 274 -10) (1255788 548 -7) (1344104 38 -37) (1377266 54 -47) (1451431 2070 -7) (1590934 2255 -6) (1734521 2080 -7) (1848510 2342 -6) (2030032 28 -43)],9406,8576,109.6781716,能行一行晕让行啊有呢我的心好恶一种唉一局罗挑战陆军的价值被严重低估,33,52,,,
2018-05-21-21-41-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_41_00\capaec146.pcm,-6,13368,12036,111.0667996,[(75773 95 -47) (148113 124 -33) (196302 112 -42) (277350 49 -48) (385537 169 -49) (413050 28 -48) (449896 42 -45) (472540 591 -8) (548964 67 -43) (605178 12 -44) (616881 659 -9) (682912 0 -49) (706759 430 -19) (758980 21 -46) (795662 51 -47) (819877 375 -6) (905342 20 -47) (944211 333 -13) (1029092 1 -47) (1081076 143 -16) (1176321 262 -18) (1255599 566 -7) (1343934 197 -31) (1377662 86 -44) (1451559 2476 -7) (1591192 2196 -6) (1735309 1905 -7) (1848434 2358 -6)],9566,8576,111.5438433,能行平行如你行啊如此我的心里老婆好不恒一种爱罗强的一部分的价值被严重低估,36,52,,,
2018-05-21-21-42-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_42_00\capaec147.pcm,-5,13139,12036,109.1641741,[(28127 0 -49) (94558 76 -46) (279645 0 -49) (291983 5 -47) (342773 0 -49) (363934 202 -44) (406043 10 -48) (449399 77 -42) (473416 707 -8) (550805 57 -36) (606294 12 -43) (616766 677 -10) (706937 425 -15) (792621 79 -38) (820389 479 -6) (863268 5 -47) (906388 18 -44) (941683 392 -14) (1081832 135 -17) (1177095 260 -10) (1256807 547 -8) (1346340 2 -48) (1378671 84 -40) (1455951 2380 -8) (1591500 2217 -6) (1736102 1886 -6) (1848853 2388 -5) (2031702 19 -45)],9115,8576,106.2849813,能行一行如你行啊那我的心那么好不行一种爱罗强贱历峰的价值被严重低估,33,52,,,
2018-05-21-21-43-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_43_00\capaec148.pcm,-6,12799,12036,106.3393154,[(36640 4 -48) (309088 0 -48) (449623 35 -42) (474271 586 -8) (549165 64 -37) (593885 14 -46) (605517 15 -42) (617692 648 -10) (707261 436 -16) (759515 8 -46) (770373 5 -48) (795785 78 -42) (818422 650 -6) (862053 21 -41) (906036 8 -43) (942486 416 -12) (1023233 150 -42) (1081867 137 -17) (1180501 191 -10) (1261569 445 -8) (1345727 20 -41) (1377719 43 -44) (1456453 2400 -6) (1592154 2182 -6) (1736366 1890 -6) (1849536 2353 -6)],9361,8576,109.1534515,能行一个行让你老行啊那我的心那么好不行一种爱鲫鱼是我长的一片的价肺炎,34,52,,,
2018-05-21-21-44-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_44_00\capaec149.pcm,-5,13008,12036,108.0757727,[(450253 22 -45) (475483 548 -8) (549958 48 -42) (593666 18 -48) (605143 26 -41) (617549 659 -10) (707292 623 -19) (796575 46 -45) (820623 445 -6) (862402 9 -45) (906335 0 -49) (941127 431 -12) (1082041 135 -15) (1176835 264 -10) (1256453 549 -7) (1345484 25 -43) (1376556 228 -35) (1431876 0 -49) (1452149 2452 -8) (1591712 2197 -6) (1735597 1926 -7) (1849158 2357 -5)],9492,8576,110.6809701,人人一行如何你那行啊有么我的心你要么好不唉进行自我挑战一千的价值被严重低估,37,52,,,
2018-05-21-21-45-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_45_00\capaec150.pcm,-6,13299,12036,110.4935194,[(278523 0 -49) (306637 132 -45) (336866 61 -42) (451241 27 -44) (475179 874 -8) (551102 51 -39) (594971 18 -45) (607026 1 -47) (619175 650 -10) (708702 620 -19) (771720 2 -49) (798493 9 -47) (822178 364 -6) (863286 28 -42) (906915 28 -43) (943324 400 -10) (1083214 139 -13) (1182007 185 -11) (1257364 569 -7) (1347350 52 -41) (1366054 0 -49) (1379255 179 -41) (1426784 0 -49) (1453849 2432 -6) (1593221 2195 -6) (1737430 1905 -6) (1850603 2365 -6) (2032382 13 -44)],9810,8576,114.3889925,能人一行晕行啊那我的心那么好不成一种爱好一局是我抢了你图片的价值被严重低估,37,52,,,
2018-05-21-21-46-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_46_00\capaec151.pcm,-6,12792,12036,106.2811565,[(451396 21 -44) (476365 564 -8) (552010 13 -47) (594657 7 -49) (606895 11 -46) (619215 648 -11) (708478 616 -18) (761015 0 -49) (798701 12 -47) (822289 359 -6) (863184 21 -42) (907162 19 -44) (943122 394 -12) (1082407 166 -14) (1111744 5 -49) (1178999 244 -14) (1256596 576 -8) (1347203 46 -41) (1365673 17 -43) (1379057 98 -39) (1454118 2484 -6) (1593207 2192 -6) (1737551 1881 -7) (1851001 2378 -6) (2031937 20 -40)],9500,8576,110.7742537,能行一行热能我行啊那我的心那挺好不闹成一种爱一次我想看你空间的价值被严重低估,38,52,,,
2018-05-21-21-47-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_47_00\capaec152.pcm,-6,12690,12036,105.4336989,[(209205 0 -49) (450456 37 -44) (464426 16 -42) (476854 544 -8) (550305 44 -39) (594564 11 -49) (606561 14 -43) (617838 670 -11) (708330 432 -18) (795885 113 -40) (821689 375 -6) (850057 2 -47) (863488 25 -47) (906941 15 -44) (943184 393 -12) (1024865 116 -48) (1082842 129 -15) (1178415 265 -13) (1256702 585 -7) (1346744 22 -40) (1377982 57 -43) (1458899 2326 -7) (1593186 2197 -6) (1736809 1924 -6) (1850817 2350 -6) (2031849 28 -41)],9129,8576,106.4482276,人想一个行愿你行那我的心里那么好不成一种爱也许是我想的你的价值被严重低估,36,52,,,
2018-05-21-21-48-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_48_00\capaec153.pcm,-6,12953,12036,107.6188102,[(354644 17 -49) (451582 39 -43) (478454 571 -8) (551565 67 -39) (619858 648 -9) (710130 451 -15) (762527 218 -45) (797590 85 -40) (822717 383 -6) (864231 30 -38) (907903 26 -43) (944739 398 -13) (1025591 2 -48) (1083979 141 -15) (1179788 268 -15) (1257595 583 -8) (1380200 79 -40) (1455075 2463 -7) (1594622 2194 -6) (1738786 1888 -7) (1851992 2380 -6) (2033208 22 -45)],9459,8576,110.2961754,能行一行如老行啊那我的心里要跑步成一种爱是我长的一片地的背影,30,52,,,
2018-05-21-21-49-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_49_00\capaec154.pcm,-6,12961,12036,107.6852775,[(302779 17 -48) (452171 19 -45) (477201 550 -8) (551167 57 -39) (596240 0 -49) (607220 14 -45) (620076 640 -10) (709838 608 -17) (798435 37 -44) (822935 509 -6) (863575 28 -37) (907997 0 -49) (943813 408 -11) (1084050 131 -18) (1182726 190 -15) (1256824 587 -8) (1347918 16 -45) (1366747 2 -48) (1378820 107 -36) (1433987 4 -48) (1454295 2497 -7) (1594136 2199 -6) (1738688 1880 -6) (1851720 2407 -6) (2052161 54 -46)],9611,8576,112.0685634,能行用行晕老行啊那我的心要保成一种爱是我想让你共同的价值被严重低估,33,52,,,
2018-05-21-21-50-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_50_00\capaec155.pcm,-6,12930,12036,107.4277168,[(13337 27 -46) (452090 22 -46) (475267 588 -8) (551185 36 -38) (595703 14 -47) (619279 653 -10) (709218 432 -16) (772711 0 -49) (798386 53 -42) (822598 380 -6) (863890 22 -40) (907568 25 -44) (943284 525 -13) (1025149 15 -47) (1083679 142 -13) (1108398 126 -49) (1179392 261 -10) (1258054 557 -7) (1347785 20 -46) (1379761 68 -44) (1454352 2487 -6) (1593661 2209 -6) (1738821 1880 -7) (1851252 2370 -6) (2033010 18 -45)],9429,8576,109.9463619,能行一个行你你行啊那我的心里要么好不成一种爱罗强任你的价值被严重低估,34,52,,,
2018-05-21-21-51-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_51_00\capaec156.pcm,-6,12594,12036,104.6360917,[(452597 47 -44) (478106 534 -8) (551686 54 -44) (595906 18 -47) (607904 10 -48) (620244 663 -11) (709727 428 -18) (799254 25 -44) (823552 359 -6) (864723 9 -45) (908006 17 -45) (946234 351 -13) (1031326 37 -48) (1084518 159 -14) (1182435 183 -16) (1257197 783 -8) (1348830 133 -48) (1379329 93 -41) (1458295 2193 -8) (1594540 2205 -6) (1738418 1919 -7) (1852353 2374 -6)],9221,8576,107.5209888,能行你行如你老行有了我的心那么好不爱进行自我讲了一部分的价值被严重低估,35,52,,,
2018-05-21-21-52-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_52_00\capaec157.pcm,-6,12785,12036,106.2229977,[(452346 41 -43) (476423 591 -8) (551151 95 -35) (595885 29 -44) (608301 19 -38) (620096 651 -9) (710339 429 -19) (799894 49 -44) (823933 439 -6) (865553 17 -43) (908947 7 -44) (944754 390 -10) (1084888 135 -14) (1180105 262 -11) (1257997 778 -8) (1349013 76 -33) (1367884 0 -49) (1379986 106 -40) (1455868 2239 -6) (1595046 2194 -6) (1739735 1888 -7) (1852948 2332 -6) (2034080 18 -45)],9297,8576,108.4071828,能行一行如你那行啊那我的心武黄城一种爱好罗强了晕的价值被沿呢,30,52,,,
2018-05-21-21-53-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_53_00\capaec158.pcm,-6,12722,12036,105.699568,[(452979 29 -46) (479340 538 -8) (537114 3 -47) (552461 61 -37) (620955 648 -10) (710767 624 -19) (801508 7 -49) (824304 373 -6) (865280 16 -41) (909337 13 -46) (945900 391 -9) (1032730 0 -49) (1084840 144 -12) (1179501 277 -10) (1265049 451 -8) (1348778 31 -39) (1379347 153 -38) (1455831 2429 -7) (1595001 2209 -6) (1739564 1906 -6) (1852803 2409 -6) (2034605 10 -48)],9512,8576,110.9141791,人行一路行如你你行啊有了我的心里那团好不一种爱罗强的一封信的价值被沿一步,36,52,,,
2018-05-21-21-54-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_54_00\capaec159.pcm,-6,12502,12036,103.8717182,[(453585 52 -43) (478544 565 -8) (553491 23 -47) (597820 1 -49) (609431 1 -48) (621728 641 -9) (711055 420 -18) (800723 31 -46) (824466 368 -6) (866209 26 -46) (909703 16 -46) (945886 408 -17) (1027706 0 -49) (1085554 139 -15) (1112962 0 -48) (1184029 194 -15) (1258987 578 -7) (1349632 18 -44) (1381698 20 -48) (1456141 2519 -6) (1595353 2199 -6) (1740783 1877 -6) (1853146 2406 -6) (2034748 0 -49)],9542,8576,111.2639925,能行一行让你老行啊那我的心里要藏好不行一种爱罗强战一千的价值被严重低估,35,52,,,
2018-05-21-21-55-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_55_00\capaec160.pcm,-6,12764,12036,106.0485211,[(453402 29 -43) (477212 580 -8) (553871 13 -46) (597004 14 -46) (609247 8 -47) (621840 640 -11) (711037 619 -18) (762958 26 -45) (801496 11 -49) (824440 375 -6) (865626 20 -39) (909561 18 -43) (945138 409 -10) (1032832 0 -49) (1085434 136 -15) (1180368 269 -12) (1259560 571 -8) (1348944 42 -37) (1381190 84 -41) (1455714 2441 -7) (1595406 2191 -6) (1739681 1899 -7) (1852949 2369 -6)],9363,8576,109.1767724,人请一行与你哪行有了我的心不疼一种爱罗强的一千的局被人欺负,29,52,,,
2018-05-21-21-56-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_56_00\capaec161.pcm,-6,12815,12036,106.4722499,[(454404 159 -46) (478136 604 -8) (553622 73 -41) (597883 14 -47) (609680 17 -42) (621908 654 -9) (711871 433 -18) (825453 515 -6) (866459 24 -40) (910260 17 -44) (947429 385 -10) (1085772 151 -12) (1185577 182 -12) (1260360 563 -8) (1351622 123 -46) (1381940 84 -40) (1460421 2385 -7) (1596662 2181 -6) (1741271 1888 -6) (1854676 2354 -6) (2035413 9 -47)],9049,8576,105.5153918,有行以后行如你我行那我的心你要么好恶不同一种爱继续是我抢了一部分的价值被严重低估,40,52,,,
2018-05-21-21-57-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_57_00\capaec162.pcm,-6,12394,12036,102.9744101,[(454347 21 -45) (477643 596 -8) (553996 32 -44) (598363 0 -47) (609828 3 -46) (622016 638 -10) (711636 415 -20) (801273 44 -47) (824969 374 -6) (866791 7 -46) (910376 0 -48) (946382 393 -14) (1083812 185 -16) (1184544 187 -12) (1260267 558 -7) (1349133 50 -37) (1381133 50 -40) (1456470 2300 -7) (1595875 2272 -6) (1740276 1907 -6) (1853565 2362 -6)],9392,8576,109.5149254,人人一行如你行啊那我的心你要的好不一种爱好一局是我想见你的价值被严重低估,36,52,,,
2018-05-21-21-58-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_58_00\capaec163.pcm,-5,12811,12036,106.4390163,[(453833 36 -45) (479506 529 -8) (554400 41 -43) (597875 14 -48) (621719 656 -10) (710743 526 -18) (800308 59 -42) (825239 366 -6) (866614 24 -43) (910190 18 -45) (946753 394 -11) (1033787 0 -49) (1086242 128 -13) (1181992 252 -14) (1259578 583 -8) (1350391 141 -41) (1381186 119 -39) (1456610 2439 -7) (1596210 2193 -5) (1740920 1916 -6) (1853927 2357 -6) (2035044 20 -41)],9124,8576,106.3899254,人行一行如老行啊那我的心你要想好糊墙一种爱是我抢了你图片的价值被严重低估,36,52,,,
2018-05-21-21-59-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_21_59_00\capaec164.pcm,-6,16724,12036,138.9498172,[(454874 18 -48) (479851 548 -8) (554376 48 -39) (598435 11 -46) (610218 2 -48) (622182 650 -10) (712040 436 -19) (763964 5 -49) (799942 64 -48) (825668 543 -6) (866512 31 -41) (903360 250 -19) (947007 387 -14) (1033559 247 -17) (1086322 138 -13) (1138080 160 -19) (1185218 183 -17) (1215373 510 -9) (1260670 568 -7) (1302720 10 -48) (1334400 80 -41) (1350530 23 -45) (1381486 149 -36) (1409280 11654 -6) (1988180 1 -48) (2035880 8 -46)],9574,8576,111.6371269,人行行行你行啊恩那我的心里嗯嗯唉我已经给我讲的恩恩恩恩恩恩恩恩,31,52,,,
2018-05-21-22-00-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_00_00\capaec165.pcm,-6,18835,12036,156.4888667,[(407074 0 -49) (433459 510 -8) (479782 575 -8) (554085 177 -43) (575040 748 -11) (622270 673 -11) (664341 421 -19) (712402 421 -16) (754588 0 -48) (765034 5 -46) (775480 567 -6) (818889 509 -6) (862620 102 -41) (899529 371 -13) (947162 395 -12) (1039208 121 -18) (1085042 167 -14) (1137160 191 -15) (1185250 196 -14) (1218721 452 -8) (1266628 447 -8) (1334515 79 -42) (1382558 76 -40) (1396635 9 -48) (1409861 11623 -6)],9256,8576,107.9291045,有杨你有让你很行狠啊你我的心让他好不正常一种爱好已与罗总嗯呢与本人一,34,52,,,
2018-05-21-22-01-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_01_00\capaec166.pcm,-5,19746,12036,164.0578265,[(407174 20 -44) (432496 491 -8) (479535 579 -8) (550561 132 -41) (575040 748 -16) (622134 660 -9) (664801 400 -16) (711618 437 -13) (754090 30 -47) (775529 595 -7) (818529 518 -6) (863042 129 -42) (899047 520 -14) (946278 836 -11) (1028136 360 -18) (1086540 133 -15) (1138560 141 -22) (1181600 255 -18) (1212963 550 -7) (1260567 572 -7) (1335862 31 -47) (1351087 10 -49) (1383629 39 -47) (1414567 11553 -5) (1988167 1 -47) (2036044 6 -47)],9155,8576,106.7513993,能能行有热你让行啊恩那我的心嗯嗯唉手机是我的嗯,23,52,,,
2018-05-21-22-02-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_02_00\capaec167.pcm,-6,18420,12036,153.0408774,[(407529 10 -47) (434471 500 -8) (481620 594 -8) (554509 33 -39) (575097 641 -10) (623155 639 -10) (663928 430 -19) (711809 639 -19) (752160 72 -43) (765470 2 -48) (778565 528 -6) (819396 522 -6) (867326 20 -42) (903360 262 -12) (950833 298 -13) (1034232 236 -14) (1087077 142 -13) (1138080 0 -38) (1182810 252 -15) (1225440 250 -11) (1260694 579 -8) (1303680 0 -41) (1335852 9 -49) (1350688 26 -40) (1369816 4 -47) (1383621 120 -46) (1410721 11612 -6)],9311,8576,108.5704291,你们杨羊羊又有让让你你行啊撸撸的新战法嗯唉我要继续我想的很,29,52,,,
2018-05-21-22-03-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_03_00\capaec168.pcm,-6,19088,12036,158.590894,[(407051 19 -45) (435367 480 -8) (480850 572 -8) (550573 138 -41) (575040 746 -10) (622878 652 -10) (664804 411 -20) (712590 420 -16) (752687 59 -40) (778561 535 -8) (819360 503 -6) (862562 107 -40) (900005 370 -11) (947447 407 -10) (1038772 130 -18) (1086819 142 -17) (1137600 201 -17) (1185506 205 -13) (1212507 571 -8) (1260165 595 -8) (1302778 20 -44) (1335848 51 -43) (1350835 24 -44) (1383603 107 -42) (1409859 11623 -6)],9206,8576,107.3460821,人杨有有有哪能型怕你啊我的心嗯恩爱你聊天了我想用的价值被沿一,30,52,,,
2018-05-21-22-04-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_04_00\capaec169.pcm,-5,19322,12036,160.5350615,[(193061 89 -47) (240763 97 -44) (372553 129 -47) (403736 110 -42) (420456 800 -8) (479240 617 -8) (553625 176 -39) (575048 735 -11) (622784 625 -10) (664346 411 -16) (712295 406 -14) (781920 449 -16) (818400 504 -6) (866284 16 -43) (900009 359 -13) (946842 393 -10) (1027299 0 -49) (1038726 110 -15) (1086296 131 -12) (1137121 170 -22) (1185010 181 -18) (1219200 410 -10) (1260098 614 -8) (1332505 49 -43) (1380521 68 -42) (1409283 11658 -5) (2035403 15 -48)],9186,8576,107.1128731,杨营影影行人你你行把我的心里唉我一直和我讲他嗯嗯,24,52,,,
2018-05-21-22-05-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_05_00\capaec170.pcm,-6,18467,12036,153.4313725,[(406589 20 -47) (433460 550 -9) (481609 587 -8) (555124 155 -43) (576002 736 -8) (623674 626 -10) (665306 591 -19) (713067 614 -18) (754580 21 -42) (779057 513 -7) (819870 565 -6) (863522 94 -46) (903370 300 -14) (948646 392 -13) (1034365 242 -16) (1086194 170 -14) (1111635 9 -49) (1138595 191 -20) (1186335 200 -18) (1220176 429 -8) (1261595 564 -8) (1303706 29 -47) (1334914 31 -44) (1351472 34 -46) (1382693 40 -42) (1432314 210 -17) (1462437 10554 -6)],9060,8576,105.6436567,你行咱俩呢行有咱俩行有逻辑性恩恩爱鲫鱼如何调的嗯哪只会赢你的,30,52,,,
2018-05-21-22-06-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_06_00\capaec171.pcm,-6,19502,12036,162.0305749,[(436804 418 -8) (479748 605 -8) (553747 173 -38) (575041 729 -11) (622492 635 -9) (664329 410 -17) (712156 415 -17) (752671 59 -46) (778085 570 -10) (825673 779 -6) (898563 400 -13) (946739 397 -12) (985966 0 -49) (1033124 237 -14) (1084875 163 -14) (1137121 210 -19) (1182340 267 -16) (1212487 561 -8) (1259347 583 -8) (1306126 70 -44) (1333920 81 -42) (1352999 90 -44) (1381914 103 -41) (1415530 11523 -6) (1987240 11 -42) (2035354 13 -43)],9094,8576,106.0401119,有行有有你嗯行啊有裸的嗯哼嗯i嗯呢一点逻辑的嗯嗯嗯嗯嗯,27,52,,,
2018-05-21-22-07-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_07_00\capaec172.pcm,-5,18536,12036,154.0046527,[(406147 20 -44) (432520 531 -8) (480465 563 -8) (554101 31 -43) (574595 602 -13) (622465 632 -11) (663904 431 -22) (712079 434 -23) (753216 30 -45) (777634 519 -6) (818434 509 -6) (866176 21 -40) (899642 360 -15) (947270 381 -14) (1039235 60 -18) (1085438 160 -14) (1137638 119 -19) (1184704 180 -15) (1213492 530 -10) (1261044 546 -8) (1302274 0 -47) (1332994 90 -40) (1349979 16 -46) (1380157 116 -37) (1408834 11655 -5)],9267,8576,108.0573694,你赢从阳引阴有还行有我的想法嗯唉我要积极点如何查呢嗯嗯嗯,28,52,,,
2018-05-21-22-08-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_08_00\capaec173.pcm,-6,20070,12036,166.7497507,[(432018 519 -9) (478195 578 -8) (553134 40 -40) (573160 669 -11) (620911 663 -10) (662895 620 -17) (710825 626 -18) (776643 535 -6) (817920 503 -6) (862560 113 -39) (896656 400 -12) (944758 591 -10) (985519 0 -49) (1033223 235 -20) (1085416 150 -16) (1132858 250 -17) (1180478 275 -13) (1213006 731 -8) (1259792 885 -8) (1333920 31 -46) (1348520 35 -42) (1381620 34 -45) (1412266 11582 -6) (1987201 0 -49) (2034956 5 -48)],9407,8576,109.6898321,有有银有老行啊你啊我的心嗯一种唉自己如何想的有这么大的眼睛呢,30,52,,,
2018-05-21-22-09-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_09_00\capaec174.pcm,-6,19089,12036,158.5992024,[(405198 39 -46) (432962 540 -8) (480464 583 -8) (550104 135 -42) (579360 387 -18) (609393 9 -46) (622180 638 -10) (666720 520 -25) (711747 602 -14) (750720 70 -41) (778082 558 -6) (818401 718 -6) (862563 79 -48) (901933 300 -16) (949615 353 -13) (979218 120 -49) (1026641 382 -17) (1085616 166 -16) (1137600 180 -23) (1185433 188 -21) (1218724 421 -8) (1259441 576 -8) (1334883 0 -48) (1382703 2 -49) (1415089 11523 -6)],9043,8576,105.4454291,赢赢行你有如行啊那我的呢嗯嗯嗯啊嗯啊嗯啊嗯啊嗯的嗯,25,52,,,
2018-05-21-22-10-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_21_22_10_00\capaec175.pcm,-5,20568,12036,170.887338,[(169966 19 -49) (213995 206 -44) (355681 0 -49) (391766 348 -42) (432517 689 -8) (479390 749 -8) (554530 169 -39) (575521 621 -10) (623509 638 -9) (665280 412 -18) (713125 573 -16) (752167 284 -39) (775833 638 -6) (819399 507 -6) (854247 290 -41) (900588 369 -15) (949171 354 -16) (1034302 243 -16) (1087622 135 -15) (1139056 172 -22) (1187252 165 -20) (1212526 580 -8) (1260366 583 -8) (1335360 50 -43) (1382004 148 -39) (1410240 11626 -5)],9323,8576,108.7103545,你问宁能赢有你说你梁行点啊有了我的心里让他好的嗯啊那一局那我想呢嗯嗯嗯,35,52,,,
