TestTime,Result,Cooked,PeakdB,CookedVPtime,RefVPTime,CookedTime/RefTime*100%,VPList,CookedTime,RefTime,Cooked/RefTime*100%,VRRestult,CookVLen,RefVLen,,,
2018-05-18-20-42-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_42_00\capaec122.pcm,-6,17106,12036,142.1236291,[(427729 520 -11) (481723 398 -11) (571699 400 -13) (618939 415 -11) (662401 372 -11) (710297 389 -11) (775757 330 -8) (823843 330 -7) (894760 389 -17) (942895 386 -16) (1035363 150 -15) (1083209 153 -14) (1131368 222 -12) (1179048 226 -12) (1216387 421 -8) (1264227 424 -8) (1411200 11581 -6)],9276,8576,108.1623134,有你行你行用有那行啊那我的心那好不唉我要给你吴总了g价钱不一定你,32,52,,,
2018-05-18-20-43-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_43_00\capaec123.pcm,-6,16589,12036,137.8281821,[(435360 390 -11) (482708 408 -11) (572647 390 -13) (620520 393 -10) (664320 350 -14) (711833 362 -13) (777122 320 -10) (824849 325 -6) (899524 321 -19) (944931 378 -16) (1036320 141 -19) (1084281 142 -18) (1135200 171 -18) (1182993 178 -13) (1218278 380 -10) (1266358 390 -9) (1413134 11550 -6)],9129,8576,106.4482276,能行你有有如嗯行啊我就是嗯哼嗯i让自己的我都不敢给你不亚于肺炎呢,32,52,,,
2018-05-18-20-44-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_44_00\capaec124.pcm,-5,16903,12036,140.4370223,[(433921 412 -11) (481874 413 -11) (571682 402 -11) (619476 410 -10) (662468 370 -14) (710549 364 -15) (775694 289 -6) (823388 347 -7) (895682 360 -18) (942955 388 -13) (1035360 130 -14) (1083236 154 -13) (1131379 210 -21) (1179193 227 -14) (1216815 419 -7) (1264536 425 -8) (1409280 11583 -5)],9094,8576,106.0401119,永永有行形型行如如了行你啊你有我的心呢嗯嗯i嗯嗯不要理了我想想嗯嗯嗯,34,52,,,
2018-05-18-20-45-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_45_00\capaec125.pcm,-5,16051,12036,133.3582586,[(434932 400 -11) (482723 411 -11) (573645 391 -11) (621359 404 -10) (664356 341 -14) (711998 355 -12) (777682 290 -7) (825253 304 -7) (897158 372 -18) (945037 380 -16) (1036942 140 -17) (1084962 144 -16) (1135340 170 -18) (1183581 169 -21) (1218350 399 -8) (1266438 396 -8) (1410765 3 -43) (1428030 400 -23) (1458606 10582 -5)],8940,8576,104.244403,有行你行让你杨行把你们留了我的心里怎么保护第一个我走嗯哪集的,30,52,,,
2018-05-18-20-46-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_46_00\capaec126.pcm,-5,16736,12036,139.0495181,[(434880 390 -13) (482878 394 -11) (573600 390 -11) (620751 416 -10) (663844 350 -13) (711417 366 -11) (776640 340 -8) (824086 351 -7) (896646 360 -22) (944468 368 -19) (1036819 120 -17) (1084421 134 -16) (1135701 160 -18) (1180402 230 -12) (1217815 400 -11) (1265896 410 -8) (1410241 11557 -5)],8973,8576,104.6291978,永行行如你老行很黄很给力诺的幸福嗯嗯i嗯嗯可不要激情点的我觉得恩恩恩恩恩恩恩恩,39,52,,,
2018-05-18-20-47-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_47_00\capaec127.pcm,-6,16476,12036,136.889332,[(433046 449 -10) (481318 452 -10) (574096 401 -10) (621892 411 -10) (664806 352 -13) (712546 360 -13) (778096 300 -7) (825910 302 -7) (900598 317 -14) (948438 317 -14) (1037760 40 -29) (1084910 117 -17) (1136160 160 -26) (1183725 175 -19) (1218734 380 -12) (1266734 395 -8) (1413129 11548 -6)],9089,8576,105.9818097,阳阳人型你有行行把我的心嗯嗯嗯我要给钱的我早上6.40嗯,28,52,,,
2018-05-18-20-48-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_48_00\capaec128.pcm,-5,16825,12036,139.7889664,[(435360 390 -11) (483093 414 -10) (573120 401 -12) (620838 415 -10) (663859 360 -13) (711673 370 -12) (777600 330 -8) (824924 346 -6) (896641 371 -17) (944028 386 -17) (1036802 131 -15) (1084604 141 -16) (1136160 151 -12) (1180539 225 -15) (1217865 409 -10) (1265900 406 -8) (1411212 11579 -5)],9253,8576,107.8941231,人不行你有不咋行哈啊很多次我都想好了好不能成一种爱好罗总呢你自己会联系你,36,52,,,
2018-05-18-20-49-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_49_00\capaec129.pcm,-6,16713,12036,138.8584247,[(434880 392 -11) (482463 401 -11) (573600 380 -14) (619986 420 -11) (663841 350 -19) (711347 367 -12) (776645 330 -11) (824630 339 -6) (895682 370 -20) (943460 391 -17) (1036341 140 -23) (1084589 136 -20) (1135200 161 -17) (1182836 174 -13) (1217792 400 -8) (1265641 410 -8) (1411221 11552 -6)],9083,8576,105.911847,永永行一有有那我行孩子啊你怎么我的有嗯嗯唉我要积极点我阻止嗯嗯嗯嗯嗯,34,52,,,
2018-05-18-20-50-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_50_00\capaec130.pcm,-5,16497,12036,137.0638086,[(434883 391 -11) (482698 403 -11) (572179 411 -10) (620122 413 -10) (663450 368 -12) (711229 372 -12) (777139 332 -6) (824838 343 -7) (896173 292 -13) (944125 387 -14) (1036395 140 -20) (1084462 142 -18) (1135681 10 -27) (1180252 229 -14) (1222560 270 -12) (1265675 407 -8) (1410242 11587 -5)],8921,8576,104.0228545,有银羊羊你你有有你行我睡了咯我的心嗯好的嗯嗯鲁i我要赢了我走嗯嗯嗯,33,52,,,
2018-05-18-20-51-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_51_00\capaec131.pcm,-6,16963,12036,140.9355268,[(434880 380 -12) (482774 398 -11) (572643 410 -11) (620432 417 -10) (663853 360 -13) (711509 368 -11) (777128 330 -7) (824806 338 -7) (895711 390 -22) (943777 394 -18) (1036333 151 -19) (1084312 159 -18) (1132333 230 -21) (1180244 236 -14) (1217782 411 -11) (1265498 419 -9) (1410240 11572 -6)],9310,8576,108.5587687,赢有你有晕你行怕你不理俺了我的心嗯哼嗯哼嗯不要自行的自我挑战你真的要急副眼镜一,39,52,,,
2018-05-18-20-52-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_52_00\capaec132.pcm,-5,16662,12036,138.4346959,[(434424 371 -11) (477783 475 -11) (571784 409 -11) (619894 405 -11) (663360 350 -25) (710378 382 -12) (776160 300 -13) (823273 352 -6) (896167 240 -24) (943027 264 -16) (1035850 130 -13) (1083774 138 -13) (1130914 200 -18) (1178914 224 -12) (1216802 410 -9) (1264228 426 -8) (1410241 11586 -5)],8860,8576,103.3115672,能能阳阳行晕你有行你啊你有我的心嗯嗯唉你的我的嗯嗯嗯,26,52,,,
2018-05-18-20-53-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_53_00\capaec133.pcm,-5,16827,12036,139.8055833,[(434449 390 -11) (482340 399 -11) (572663 391 -10) (620495 399 -11) (663381 361 -11) (711480 364 -11) (776251 339 -7) (824049 346 -7) (896183 360 -15) (943608 389 -14) (1036353 122 -15) (1084041 142 -15) (1131973 227 -12) (1180057 224 -13) (1217405 407 -9) (1265528 401 -8) (1411681 11566 -5)],9162,8576,106.8330224,能赢又赢你又有你哪能型啊撸撸就行那么好不恩爱那一日我讲的嗯嗯嗯,31,52,,,
2018-05-18-20-54-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_54_00\capaec134.pcm,-6,16959,12036,140.9022931,[(435362 390 -12) (483334 403 -11) (573607 399 -13) (621504 419 -10) (664320 351 -14) (712150 357 -12) (777616 330 -8) (825509 335 -6) (897179 368 -14) (945115 370 -14) (1037792 130 -12) (1085526 143 -13) (1132801 230 -13) (1180464 236 -12) (1218249 441 -11) (1266353 439 -8) (1409283 11618 -6)],9359,8576,109.1301306,有有你有你我行咋不说啊狠狠撸就行嗯恩爱你们聊天怎么我就敢说嗯嗯眼睛一眯,35,52,,,
2018-05-18-20-55-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_55_00\capaec135.pcm,-5,17040,12036,141.5752742,[(428204 491 -13) (475854 504 -13) (571778 401 -12) (619848 402 -11) (662079 390 -8) (709902 399 -8) (774274 381 -8) (822094 381 -7) (894755 210 -14) (942114 250 -10) (1034435 150 -13) (1081981 177 -13) (1131394 170 -16) (1178383 205 -12) (1216356 430 -9) (1263847 451 -8) (1405977 11648 -5)],9289,8576,108.3138993,人呢如影形形杨人q有行俺能入你心嗯嗯唉你停了我的嗯嗯嗯,27,52,,,
2018-05-18-20-56-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_56_00\capaec136.pcm,-5,16680,12036,138.5842473,[(429606 500 -12) (476861 518 -11) (573122 410 -12) (620762 419 -11) (663853 371 -11) (711538 385 -11) (777175 330 -6) (824825 339 -7) (896660 251 -19) (944548 260 -18) (1036379 148 -13) (1084462 150 -13) (1131458 239 -15) (1179333 244 -15) (1217813 431 -9) (1265913 430 -8) (1407361 413 -14) (1445280 10842 -5)],9084,8576,105.9235075,你能有行有你你杨行怎么做呢我的心那么好不恩爱已经罗走的嗯嗯大学四年你,34,52,,,
2018-05-18-20-57-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_57_00\capaec137.pcm,-6,16706,12036,138.8002659,[(438720 260 -14) (478197 511 -11) (574562 370 -11) (621424 415 -10) (664321 380 -12) (712356 378 -11) (777151 340 -11) (825151 348 -7) (897608 220 -15) (945102 256 -14) (1037783 129 -15) (1085446 138 -14) (1132323 231 -14) (1179951 244 -12) (1218724 421 -10) (1266177 436 -9) (1408813 11629 -6)],9318,8576,108.6520522,永行行行如恩行很黄很很努力恩恩爱爱的让你如此的嗯嗯嗯嗯嗯,28,52,,,
2018-05-18-20-58-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_58_00\capaec138.pcm,-6,16947,12036,140.8025922,[(429601 491 -12) (477117 519 -11) (572178 422 -11) (620156 429 -11) (663400 381 -11) (711651 383 -12) (777601 332 -7) (824791 353 -6) (896168 282 -17) (944139 284 -20) (1037280 10 -32) (1084495 147 -13) (1132805 190 -17) (1180068 217 -11) (1217767 420 -9) (1265609 441 -8) (1407376 11646 -6)],9126,8576,106.4132463,能明有羊痫行又有全那行你就狠狠的撸了一张唉不要急我了嗯,27,52,,,
2018-05-18-20-59-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_20_59_00\capaec139.pcm,-5,16868,12036,140.146228,[(434880 390 -12) (477300 507 -11) (573121 391 -12) (620985 411 -11) (663841 381 -12) (711746 388 -11) (776686 340 -8) (824551 350 -6) (896641 231 -15) (944316 239 -14) (1036804 132 -14) (1084569 141 -13) (1131457 230 -11) (1179285 238 -10) (1217774 420 -11) (1265618 426 -8) (1407905 11653 -5)],9275,8576,108.150653,有行行行嗯行狠狠狠狠爱撸的呢我通常一种爱好一我早呢计价局势严峻宇,32,52,,,
2018-05-18-21-00-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_00_00\capaec140.pcm,-6,17067,12036,141.7996012,[(428166 502 -11) (475905 508 -10) (572160 390 -16) (619637 405 -10) (662400 390 -7) (709867 405 -8) (775204 360 -8) (822904 371 -6) (895201 230 -15) (942442 245 -13) (1034922 150 -13) (1082827 166 -12) (1130880 201 -12) (1178689 207 -12) (1215893 439 -9) (1264047 449 -8) (1405926 11649 -6)],9335,8576,108.8502799,恩永行行有有如有行很很我的心嗯嗯唉不要与我讲的嗯嗯嗯,26,52,,,
2018-05-18-21-01-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_01_00\capaec141.pcm,-5,17205,12036,142.9461615,[(429610 510 -12) (477286 523 -11) (573601 390 -11) (621232 397 -11) (663840 381 -12) (711543 390 -11) (777209 330 -9) (825310 343 -6) (897131 411 -14) (944835 403 -13) (1036824 160 -14) (1084978 169 -14) (1131453 239 -12) (1179293 243 -12) (1221600 250 -12) (1266071 424 -8) (1407362 11642 -5)],8823,8576,102.8801306,你能有杨鸣馨刘有行怎么不让我的心那么好不恩爱不要急着走呢嗯嗯嗯,31,52,,,
2018-05-18-21-02-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_02_00\capaec142.pcm,-6,16995,12036,141.2013958,[(430082 500 -12) (477350 519 -11) (573134 400 -12) (620971 409 -11) (664345 370 -11) (711991 395 -11) (777147 320 -6) (824980 338 -7) (897127 250 -20) (945006 274 -16) (1037285 131 -13) (1084891 146 -13) (1131840 241 -15) (1179489 249 -11) (1218727 421 -10) (1266365 427 -9) (1409298 11605 -6)],9390,8576,109.4916045,有行行有全你能型夸你啊我的心嗯哼嗯i嗯嗯不要回评啊我想着就真的价值的眼睛一眯,38,52,,,
2018-05-18-21-03-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_03_00\capaec143.pcm,-5,16987,12036,141.1349285,[(430677 509 -11) (478472 511 -11) (574093 411 -12) (621750 422 -11) (671995 200 -19) (712076 390 -11) (778084 319 -15) (825457 344 -6) (897121 270 -14) (944310 392 -14) (1038240 120 -17) (1085846 132 -16) (1132833 229 -16) (1180519 245 -10) (1218731 420 -11) (1266483 430 -8) (1408826 11643 -5)],8963,8576,104.5125933,唔明阳阳吉林杨这那行你啊你我的心让你爱了不要只停留多久呢恩恩恩恩恩恩,34,52,,,
2018-05-18-21-04-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_04_00\capaec144.pcm,-6,17137,12036,142.3811898,[(436323 380 -11) (477468 521 -11) (573622 391 -13) (620999 408 -10) (664323 381 -10) (712009 375 -10) (777604 342 -7) (825312 352 -6) (896691 371 -15) (944460 401 -14) (1037287 122 -17) (1085006 143 -16) (1131948 240 -13) (1180109 243 -11) (1218297 411 -8) (1266124 428 -8) (1408320 11628 -6)],9136,8576,106.5298507,有又赢了你们有行营就爱啃骨头呢我的心那好不恩爱我要寄给你我咋了你大学四年呢,37,52,,,
2018-05-18-21-05-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_05_00\capaec145.pcm,-6,17141,12036,142.4144234,[(429601 480 -12) (477298 501 -11) (573128 390 -11) (620853 411 -11) (663841 390 -8) (711679 398 -8) (777130 340 -7) (824570 384 -6) (895712 259 -14) (943837 259 -13) (1035375 180 -14) (1083316 184 -14) (1131874 210 -13) (1179949 224 -13) (1217326 441 -11) (1265227 445 -9) (1407368 11645 -6)],9438,8576,110.051306,有行行有行啊啊我的十五种嗯恩爱的不要你了我怎么着嗯嗯嗯呢你,29,52,,,
2018-05-18-21-06-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_06_00\capaec146.pcm,-6,16979,12036,141.0684613,[(429710 498 -11) (483565 384 -11) (573131 402 -11) (620563 419 -11) (664321 372 -13) (711987 392 -11) (777182 351 -9) (824861 360 -7) (901440 160 -27) (943118 390 -17) (1037292 129 -14) (1085089 141 -13) (1132321 220 -12) (1179762 243 -13) (1217787 419 -11) (1265787 422 -9) (1407388 11677 -6)],9200,8576,107.2761194,阳阳赢赢赢赢有那行啊城那我就十五嗯呢一块不要与我讲了嗯嗯嗯,29,52,,,
2018-05-18-21-07-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_07_00\capaec147.pcm,-6,17391,12036,144.4915254,[(429647 529 -11) (477672 528 -11) (573611 411 -13) (621283 426 -11) (664354 381 -12) (711783 393 -12) (777628 351 -8) (825700 352 -6) (897191 380 -17) (944747 387 -15) (1037787 140 -15) (1085651 142 -15) (1132328 231 -11) (1179978 244 -12) (1218777 411 -8) (1266874 421 -7) (1407877 11664 -6)],9336,8576,108.8619403,有杨你用全人型啊那我的心你要称你为什一种唉与我常在你的大局一年一面,33,52,,,
2018-05-18-21-08-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_08_00\capaec148.pcm,-6,16987,12036,141.1349285,[(437280 360 -16) (477748 538 -10) (573609 400 -15) (621495 405 -10) (664814 370 -12) (712295 388 -10) (778095 339 -11) (825414 356 -7) (897600 240 -17) (944785 386 -16) (1037768 130 -14) (1085711 137 -14) (1132350 239 -12) (1180222 240 -13) (1218748 410 -9) (1266698 430 -8) (1409288 11619 -6)],9139,8576,106.5648321,能行行有人你那行你啊狠狠我的心嗯嗯i嗯嗯不要给他们了我的嗯嗯嗯,31,52,,,
2018-05-18-21-09-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_09_00\capaec149.pcm,-6,17028,12036,141.4755733,[(429134 541 -11) (477230 531 -10) (573663 410 -13) (621265 406 -10) (664348 392 -12) (712068 404 -12) (777611 340 -7) (825418 342 -6) (897683 231 -15) (945286 364 -14) (1042556 10 -15) (1085288 139 -14) (1131840 210 -15) (1179604 235 -9) (1219204 390 -11) (1266260 428 -8) (1408327 11655 -6)],9126,8576,106.4132463,你赢行营呢又有你有行啊恩那我的心嗯嗯唉要积极点我就了嗯嗯嗯,29,52,,,
2018-05-18-21-10-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_10_00\capaec150.pcm,-5,17036,12036,141.5420405,[(429610 490 -12) (477102 515 -11) (573135 390 -12) (620548 418 -11) (663362 381 -13) (711170 400 -10) (776655 340 -8) (824267 367 -6) (895682 260 -14) (943461 259 -13) (1036320 151 -14) (1084068 153 -13) (1131851 212 -14) (1179623 219 -12) (1217762 431 -10) (1265400 441 -8) (1408343 11609 -5)],9207,8576,107.3577425,能你有有想行啊很很很我就行了嗯你总爱给我讲的预计价值四元的,29,52,,,
2018-05-18-21-11-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_11_00\capaec151.pcm,-5,16666,12036,138.4679295,[(436328 382 -11) (484200 387 -11) (580320 250 -15) (621354 414 -10) (668160 300 -11) (712476 383 -11) (778560 320 -13) (825817 346 -7) (898106 359 -19) (945645 401 -17) (1038244 120 -14) (1085575 144 -13) (1133283 220 -13) (1181025 231 -12) (1219201 401 -10) (1266883 415 -9) (1411203 11593 -5)],8929,8576,104.1161381,能赢行一行晕如你好行咋给你啊如果你是嗯恩爱你聊些什么我的恩恩恩恩恩恩,34,52,,,
2018-05-18-21-12-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_12_00\capaec152.pcm,-5,16940,12036,140.7444334,[(428689 501 -10) (476538 509 -11) (571715 411 -12) (619841 411 -10) (662959 391 -9) (710878 393 -9) (775764 351 -8) (823884 353 -6) (895252 242 -14) (942891 254 -14) (1035876 142 -14) (1083817 157 -13) (1130945 230 -14) (1178706 232 -14) (1218753 260 -12) (1264497 439 -8) (1405956 11664 -5)],8993,8576,104.8624067,能因为赢你行行有行啊那我那我就先让他烤糊的爱不要觊觎我小的嗯嗯嗯,32,52,,,
2018-05-18-21-13-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_13_00\capaec153.pcm,-6,16959,12036,140.9022931,[(435840 370 -12) (476495 538 -12) (572641 410 -12) (620513 417 -9) (663360 390 -11) (711172 399 -9) (776160 350 -6) (824066 359 -6) (896160 240 -14) (943765 245 -14) (1036802 130 -13) (1084411 140 -12) (1131371 230 -15) (1179176 233 -11) (1217315 430 -8) (1265398 432 -8) (1406896 11646 -6)],9333,8576,108.826959,有行人有觉你很行俺给你俺看看让我的心好嗯恩爱的结局让激情的罗饺子有这么大局不严重呢你,42,52,,,
2018-05-18-21-14-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_14_00\capaec154.pcm,-6,17069,12036,141.816218,[(430099 521 -11) (484090 413 -11) (573657 411 -11) (621389 424 -12) (664422 370 -11) (712262 377 -11) (778086 319 -14) (825737 344 -6) (898082 380 -23) (945206 395 -16) (1038248 120 -15) (1085544 136 -12) (1132805 230 -11) (1180413 245 -10) (1219200 400 -8) (1266863 407 -8) (1411680 11577 -6)],9124,8576,106.3899254,能能阳阳行行晕如那行你就按刚才我的心嗯嗯嗯唉聊天肯定睡不着了嗯嗯嗯,33,52,,,
2018-05-18-21-15-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_15_00\capaec155.pcm,-6,16932,12036,140.6779661,[(429601 490 -12) (477069 501 -11) (572655 420 -10) (620580 420 -10) (663372 390 -12) (711460 395 -9) (776225 350 -8) (824258 356 -7) (896203 241 -16) (943859 252 -15) (1036320 150 -15) (1083706 162 -13) (1131908 220 -14) (1179753 221 -12) (1217775 432 -7) (1265460 441 -8) (1415040 11491 -6)],9252,8576,107.8824627,嗯呢有行你行你你行营啊那我的心里那么好不恩爱我要给我照片一下子说联系你,35,52,,,
2018-05-18-21-16-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_16_00\capaec156.pcm,-5,16976,12036,141.0435361,[(436322 360 -11) (483617 401 -11) (574082 400 -11) (621675 407 -10) (664800 360 -12) (712420 375 -11) (777124 351 -6) (825062 359 -6) (897606 370 -17) (945561 380 -15) (1037827 120 -16) (1085828 131 -14) (1132360 250 -16) (1180504 245 -16) (1218755 420 -8) (1266414 424 -9) (1408878 11623 -5)],9024,8576,105.2238806,有行有行咋给你发的我的嗯恩恩嗯恩恩嗯不要给钱给我就恩恩恩恩恩恩,31,52,,,
2018-05-18-21-17-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_17_00\capaec157.pcm,-6,16633,12036,138.1937521,[(436834 381 -11) (484631 387 -11) (573642 411 -13) (621473 412 -11) (665283 362 -11) (712669 381 -11) (778080 333 -7) (825983 346 -7) (900960 210 -32) (945524 381 -17) (1039200 110 -15) (1085770 148 -13) (1133296 200 -22) (1180413 231 -14) (1219200 400 -12) (1267262 401 -8) (1414580 11523 -6) (2008971 16 -45)],9120,8576,106.3432836,恩宁阳阳行有行如如老行啊有我的心让你嗯i嗯嗯我要寄给你我的恩恩恩恩恩恩恩恩恩恩,39,52,,,
2018-05-18-21-18-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_18_00\capaec158.pcm,-5,16890,12036,140.329013,[(436337 380 -12) (483996 394 -11) (574088 401 -14) (621935 416 -11) (664824 361 -12) (712770 370 -11) (777604 351 -9) (825816 345 -6) (898560 350 -20) (946312 357 -17) (1037763 141 -14) (1085735 147 -14) (1131909 261 -15) (1179980 264 -14) (1219205 412 -8) (1267147 418 -8) (1413687 11522 -5)],8878,8576,103.5214552,你牛有你行你行营可把你惹了我的心那么好不用一种唉一个我你自己一个人嗯,34,52,,,
2018-05-18-21-19-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_19_00\capaec159.pcm,-5,16768,12036,139.3153872,[(437277 240 -13) (477417 507 -11) (573602 390 -15) (621088 404 -11) (663860 390 -17) (711388 402 -9) (776642 320 -10) (824304 348 -6) (896165 250 -18) (943895 257 -16) (1037281 140 -15) (1085195 145 -14) (1131855 231 -17) (1179740 231 -13) (1217768 431 -11) (1265529 440 -8) (1407406 11642 -5)],8989,8576,104.8157649,永行行有有行啊还狠狠的撸一撸嗯嗯i嗯嗯不要你等了我走的呵呵嗯嗯嗯,32,52,,,
2018-05-18-21-20-46,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_20_00\capaec160.pcm,-5,16928,12036,140.6447325,[(430146 520 -11) (478222 517 -11) (573708 400 -11) (621708 405 -11) (664325 382 -10) (712440 384 -10) (777620 341 -7) (825563 354 -6) (896706 259 -15) (945068 250 -15) (1041596 50 -27) (1084859 162 -13) (1133281 200 -18) (1180552 221 -13) (1218724 420 -11) (1266256 445 -8) (1409282 11618 -5)],8929,8576,104.1161381,银阳阳你行又有这若行啊那我的心里那咋不恩爱我要激情我早两天嗯,30,52,,,
2018-05-18-21-21-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_21_00\capaec161.pcm,-5,17059,12036,141.7331339,[(430082 490 -13) (477395 512 -11) (573122 400 -10) (620968 408 -11) (663854 390 -13) (711619 402 -12) (777141 350 -10) (824566 360 -6) (896244 269 -14) (944244 276 -14) (1037796 120 -14) (1085396 134 -13) (1132321 221 -13) (1180087 227 -12) (1218259 422 -10) (1265880 433 -8) (1407878 11645 -5)],9373,8576,109.2933769,你行行有你嗯行很很很很很克制我自己嗯恩爱结局我早呢有这么脏局部眼睛你,34,52,,,
2018-05-18-21-22-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_22_00\capaec162.pcm,-5,16727,12036,138.9747424,[(429122 512 -11) (477115 514 -11) (579360 220 -24) (620499 412 -10) (666240 290 -12) (711333 387 -9) (776172 340 -10) (824032 351 -7) (895686 250 -18) (943603 262 -17) (1037280 120 -13) (1084583 142 -13) (1131841 220 -13) (1179646 232 -11) (1217767 421 -11) (1265569 432 -8) (1408328 11622 -5)],9086,8576,105.9468284,如如行行行有你有行俺很很鲁的嗯恩爱你不要与我讲的嗯嗯嗯嗯嗯,29,52,,,
2018-05-18-21-23-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_23_00\capaec163.pcm,-6,16954,12036,140.8607511,[(436320 391 -11) (483830 406 -11) (574096 401 -11) (621836 413 -10) (664843 351 -13) (712574 374 -12) (778088 332 -6) (825883 343 -7) (897210 390 -15) (945346 391 -14) (1037818 151 -17) (1085892 152 -16) (1133387 238 -16) (1180999 241 -13) (1219681 380 -12) (1266806 416 -9) (1412641 11584 -6)],9004,8576,104.9906716,有银有行行行用如哪行啊有我的心嗯嗯好的嗯嗯唉我要给你的逻辑嗯嗯嗯恩恩嗯,35,52,,,
2018-05-18-21-24-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_24_00\capaec164.pcm,-6,16969,12036,140.9853772,[(430084 460 -14) (476717 517 -11) (572661 390 -11) (620217 406 -11) (663367 390 -13) (710983 405 -12) (776643 340 -10) (824002 356 -7) (896165 240 -14) (943632 254 -13) (1036800 130 -17) (1084684 132 -16) (1131363 220 -14) (1178987 227 -14) (1217280 422 -9) (1265402 426 -8) (1406914 11654 -6)],9392,8576,109.5149254,行行有嗯行很很很的不我的嗯哼嗯i了解决了就行了我怎么办一路根本挂局部炎症呢,37,52,,,
2018-05-18-21-25-45,有压制,D:\AEC_sop\AECTestCode\Cap_Audio_file\2018_05_18_21_25_00\capaec165.pcm,-5,16999,12036,141.2346294,[(429230 509 -11) (476869 514 -11) (572678 402 -11) (620489 418 -11) (663395 393 -11) (711103 400 -11) (781949 230 -14) (824286 357 -6) (895714 250 -21) (943416 260 -14) (1036354 140 -18) (1083907 149 -14) (1131395 230 -14) (1179031 241 -11) (1217314 430 -11) (1265373 433 -8) (1407395 11643 -5)],8937,8576,104.2094216,如能杨行营行如那行我就把你的路就行嗯嗯i嗯嗯不要嗯嗯我觉得嗯嗯嗯,32,52,,,
